query,action
"Need some schedule hyderabad. i need to emergency. can you assist in finding a suitable time for the appointment, preferably specific time for appointments?",book_appointment
I have a query about my my appointments mumbai. can you provide information about my upcoming appointments?,my_appointments
Where can i need an patient records kolkata? i would like to access health records for a review.,my_records
"Where can i looking to consult for this cardiologist in? i have a concern related to routine check-up. preferably, i would like a female doctor.",find_doctor
I trying to find the health supply store in.,find_medicalshop
"Where can i am looking for some urgent care hyderabad? it's an routine check-up situation, and i need immediate assistance. i prefer a hospital with specific hospital chain.",find_hospital
I am looking for my lab mysore.,find_lab
"Where can i need my consultation delhi? i need to preventive care. can you assist in finding a suitable time for the appointment, preferably male doctor?",book_appointment
Have a query about an scheduled visits mumbai. can you provide information about my upcoming appointments?,my_appointments
Am looking for a health information hyderabad. i would like to access patient records for a review.,my_records
"Can you help me trying to find this medical practitioner ahmedabad? i have a concern related to specific medical procedure. preferably, i would like a specific hospital chain.",find_doctor
Where can i looking to consult for a pharmacy near?,find_medicalshop
"Where can i trying to find a infirmary bangalore? it's an emergency situation, and i need immediate assistance. i prefer a hospital with specific hospital chain.",find_hospital
Where can i seeking my medical laboratory ahmedabad?,find_lab
"Looking to consult for my book close to. i need to specific medical procedure. can you assist in finding a suitable time for the appointment, preferably male doctor?",book_appointment
Where can i have a query about this my appointments mysore? can you provide information about my scheduled visits?,my_appointments
Looking for an health information close to. i would like to access medical history for a review.,my_records
