query,location_type,city
Seeking an katihar close_to. can you tell me about scheduled visits?,close_to,Nangloi Jat
Where can i need a ranchi within? i want to check medical history for my review.,within,Bijapur
Trying to find pimpri-chinchwad near. i need to see a doctor because of second opinion. i prefer male doctor.,near,Gwalior
"Looking to am looking for karimnagar in. it's routine check-up, and i require help from a healthcare facility. i'd like a hospital specific hospital chain.",in,Mysore
"Need a gangtok around. i want to specific medical procedure. please find a suitable time for the appointment, male doctor.",around,Karimnagar
I have a question about this warangal close_to. can you tell me about upcoming appointments?,close_to,Kottayam
Tell me about mysuru within. i want to check medical history for my review.,within,Bareilly
I want the kolkata near. i need to see a physician because of routine check-up. i prefer specific hospital chain.,near,Rohtak
"Where can i need a hazaribagh in? it's second opinion, and i require help from a hospital. i'd like a hospital male doctor.",in,Berhampur
"Tell me about tirunelveli around. i want to emergency. please find a suitable time for the appointment, specific time for appointments.",around,Erode
Tell me about solapur close_to. can you tell me about scheduled visits?,close_to,Ratlam
I seeking the buxar within. i want to check medical history for my review.,within,Bhavnagar
Can you help me require the muzaffarpur near? i need to see a healthcare provider because of emergency. i prefer female doctor.,near,Navi Mumbai
"Looking to trying to find jhansi in. it's emergency, and i require help from a hospital. i'd like a hospital specific time for appointments.",in,Itanagar
"Need an around jammu. i want to specific medical procedure. please find a suitable time for the appointment, male doctor.",around,Belgaum
I want the bareilly close_to. can you tell me about upcoming appointments?,close_to,Bhiwani
I'm want thane within. i want to check medical history for my review.,within,Vadodara
I wish to locate an aizawl near. i need to see a doctor because of second opinion. i prefer male doctor.,near,Proddatur
"Can you help me want my raipur in? it's routine check-up, and i require help from a medical center. i'd like a hospital specific hospital chain.",in,Raipur
"Tell me about raipur around. i want to emergency. please find a suitable time for the appointment, male doctor.",around,Jaipur
Tell me about imphal close_to. can you tell me about my appointments?,close_to,Erode
Looking to want bihar sharif within. i want to check medical history for my review.,within,Mysore
Need south dumdum near. i need to see a healthcare provider because of preventive care. i prefer specific time for appointments.,near,Kolkata
"Wish to locate guwahati in. it's emergency, and i require help from a healthcare facility. i'd like a hospital specific hospital chain.",in,Deoghar
"Can you help me looking to consult for an agra around? i want to routine check-up. please find a suitable time for the appointment, specific time for appointments.",around,Guntakal
Looking for an ulhasnagar close_to. can you tell me about upcoming appointments?,close_to,Hisar
Am looking for a kalyan-dombivli within. i want to check health records for my review.,within,Dewas
I'm require aizawl near. i need to see a healthcare provider because of emergency. i prefer male doctor.,near,Jodhpur
"Trying to find an bijapur in. it's preventive care, and i require help from a medical center. i'd like a hospital specific time for appointments.",in,Bangalore
"Looking for my tirupur around. i want to emergency. please find a suitable time for the appointment, specific hospital chain.",around,Srinagar
Seeking my close_to jabalpur. can you tell me about upcoming appointments?,close_to,Maheshtala
Where can i need the saharanpur within? i want to check health records for my review.,within,Kurnool
Where can i wish to locate this jodhpur near? i need to see a physician because of emergency. i prefer specific time for appointments.,near,Burhanpur
"Looking for my tiruchirappalli in. it's routine check-up, and i require help from a healthcare facility. i'd like a hospital male doctor.",in,Coimbatore
"Want this kochi around. i want to routine check-up. please find a suitable time for the appointment, specific hospital chain.",around,Kharagpur
Tell me about amritsar close_to. can you tell me about upcoming appointments?,close_to,Gurgaon
Looking to consult for some within delhi. i want to check medical history for my review.,within,Berhampur
Looking to looking to consult for dibrugarh near. i need to see a doctor because of second opinion. i prefer male doctor.,near,Bhubaneswar
"Looking to want berhampur in. it's specific medical procedure, and i require help from a hospital. i'd like a hospital specific time for appointments.",in,Faridabad
"I'm require hyderabad around. i want to routine check-up. please find a suitable time for the appointment, female doctor.",around,Hajipur
I'm trying to find kirari suleman nagar close_to. can you tell me about my appointments?,close_to,Sonipat
Seeking my within amritsar. i want to check my medical records for my review.,within,Gwalior
I'm trying to find dibrugarh near. i need to see a doctor because of specific medical procedure. i prefer specific time for appointments.,near,Nagpur
"Want my shimla in. it's routine check-up, and i require help from a medical center. i'd like a hospital specific time for appointments.",in,Nangloi Jat
