query,action
"Consult for this emergency room varanasi. it's second opinion, need infirmary. prefer hospital female doctor.",find_hospital
Where try to find this find diagnostic center kanpur?,find_lab
"Need a arrange a visit around try to find? want specific medical procedure. find time, female doctor.",book_appointment
Need this doctor appointments mysore require? tell about upcoming appointments?,my_appointments
"Where want some find my medical records bangalore? check health information, review.",my_records
"Where try to find a find dermatologist guwahati? need medical practitioner, emergency. prefer male doctor.",find_doctor
Looking for this pharmacy agra.,find_medicalshop
"Need this hospital near need? it's preventive care, need hospital. prefer hospital specific hospital chain.",find_hospital
Need this lab ranchi question?,find_lab
"Need this schedule mumbai want? want emergency. find time, male doctor.",book_appointment
Can seek an find upcoming appointments chennai? tell about upcoming appointments?,my_appointments
"Question this close to patient records. check medical history, review.",my_records
"Question my dermatologist thiruvananthapuram. need cardiologist, preventive care. prefer male doctor.",find_doctor
Find this drugstore allahabad require.,find_medicalshop
"Question hospital mysore. it's emergency, need infirmary. prefer hospital specific hospital chain.",find_hospital
Need a lab raipur question?,find_lab
"Need the meet with a doctor nagpur question? want routine check-up. find time, specific hospital chain.",book_appointment
Looking for an my appointments close to. tell about my appointments?,my_appointments
"Tell me about health records guwahati. check my medical records, review.",my_records
"Wish my jaipur doctor. need gp, second opinion. prefer specific hospital chain.",find_doctor
Can require some find pharmacy bhopal?,find_medicalshop
"Try to find the kanpur clinic. it's preventive care, need emergency room. prefer hospital specific time for appointments.",find_hospital
Tell me about testing facility kanpur.,find_lab
"Try to find a consultation aurangabad. want specific medical procedure. find time, specific hospital chain.",book_appointment
Tell me about doctor appointments kolkata. tell about doctor appointments?,my_appointments
"Seek this health information around. check my medical records, review.",my_records
"Tell me about pediatrician aurangabad. need physician, emergency. prefer specific time for appointments.",find_doctor
Help me try to find an find medical store bangalore.,find_medicalshop
"Find some medical center kolkata need. it's second opinion, need clinic. prefer hospital male doctor.",find_hospital
Question an medical laboratory kanpur.,find_lab
"Consult for consultation vadodara. want routine check-up. find time, specific hospital chain.",book_appointment
Tell me about scheduled visits within. tell about doctor appointments?,my_appointments
"Consult for an close to medical history. check health records, review.",my_records
"Try to find my gp kochi. need doctor, preventive care. prefer male doctor.",find_doctor
Help me question my find health supply store amritsar.,find_medicalshop
"I'm require healthcare facility raipur. it's routine check-up, need medical center. prefer hospital male doctor.",find_hospital
Find an lab pune seek.,find_lab
"Help me need some find consultation ranchi. want specific medical procedure. find time, specific hospital chain.",book_appointment
I'm try to find upcoming appointments bhopal. tell about scheduled visits?,my_appointments
"Consult for the health information kanpur. check patient records, review.",my_records
"Need my medical practitioner patna question? need specialist, second opinion. prefer specific hospital chain.",find_doctor
Can look for some find medical store within?,find_medicalshop
"Find the urgent care amritsar want. it's routine check-up, need clinic. prefer hospital male doctor.",find_hospital
Find this lab lucknow want.,find_lab
"Consult for a meet with a doctor chennai. want specific medical procedure. find time, specific hospital chain.",book_appointment
Can want my find doctor appointments agra? tell about upcoming appointments?,my_appointments
"Help me need the find health information pune. check medical history, review.",my_records
"Need some gp lucknow try to find? need medical practitioner, emergency. prefer specific hospital chain.",find_doctor
Help me consult for a find medical store coimbatore.,find_medicalshop
"Try to find the medical center chennai. it's preventive care, need emergency room. prefer hospital female doctor.",find_hospital
I'm try to find pathology lab ranchi.,find_lab
"Tell me about arrange a visit nagpur. want preventive care. find time, male doctor.",book_appointment
Seek my appointments allahabad. tell about doctor appointments?,my_appointments
"Help me look for a find health records raipur. check my medical records, review.",my_records
"Need the medical practitioner kanpur. need physician, second opinion. prefer female doctor.",find_doctor
Wish an medical store coimbatore.,find_medicalshop
"Can want a find clinic jodhpur? it's routine check-up, need healthcare facility. prefer hospital specific hospital chain.",find_hospital
Can seek some find lab in?,find_lab
"Need this meet with a doctor jaipur look for? want second opinion. find time, specific hospital chain.",book_appointment
Help me wish this find my appointments guwahati. tell about upcoming appointments?,my_appointments
"Tell me about medical history amritsar. check health information, review.",my_records
"Where want my find dermatologist mysore? need gp, second opinion. prefer female doctor.",find_doctor
Try to find pharmacy mumbai.,find_medicalshop
"Require the clinic kochi. it's second opinion, need clinic. prefer hospital specific hospital chain.",find_hospital
